"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision"
"X0120","AA-REL-X20","AA","REL","X",FALSE,FALSE,"01","20","20"
"X02","MT-REL-X00","MT","REL","X",FALSE,FALSE,"02","","00"
"X0220","MT-REL-X20","MT","REL","X",FALSE,FALSE,"02","20","20"
"X03","PA-REL-X00","PA","REL","X",FALSE,FALSE,"03","","00"
"X0320","PA-REL-X20","PA","REL","X",FALSE,FALSE,"03","20","20"
"X05","RP-REL-X00","RP","REL","X",FALSE,FALSE,"05","","00"
"X0520","RP-REL-X20","RP","REL","X",FALSE,FALSE,"05","20","20"
"X11","MS-REL-X00","MS","REL","X",FALSE,FALSE,"11","","00"
"X1120","MS-REL-X20","MS","REL","X",FALSE,FALSE,"11","20","20"
"X1121","MS-REL-X21","MS","REL","X",FALSE,FALSE,"11","21","21"
"X12","MM-REL-X00","MM","REL","X",FALSE,FALSE,"12","","00"
"X1220","MM-REL-X20","MM","REL","X",FALSE,FALSE,"12","20","20"
"X19","NS-REL-X00","NS","REL","X",FALSE,FALSE,"19","","00"
"X1920","NS-REL-X20","NS","REL","X",FALSE,FALSE,"19","20","20"
"X1921","NS-REL-X21","NS","REL","X",FALSE,FALSE,"19","21","21"
"X20","RG-REL-X20","RG","REL","X",FALSE,FALSE,"20","","20"
"X21","RG-REL-X21","RG","REL","X",FALSE,FALSE,"21","","21"
"X22","RG-REL-X22","RG","REL","X",FALSE,FALSE,"22","","22"
"X30","RG-REL-X30","RG","REL","X",FALSE,FALSE,"30","","30"
"X40","RG-REL-X40","RG","REL","X",FALSE,FALSE,"40","","40"
"X50","RG-REL-X50","RG","REL","X",FALSE,FALSE,"50","","50"
"X70","RG-REL-X70","RG","REL","X",FALSE,FALSE,"70","","70"
"X80","RG-REL-X80","RG","REL","X",FALSE,FALSE,"80","","80"
"X81","RG-REL-X81","RG","REL","X",FALSE,FALSE,"81","","81"
"X82","RG-REL-X82","RG","REL","X",FALSE,FALSE,"82","","82"
"X83","RG-REL-X83","RG","REL","X",FALSE,FALSE,"83","","83"
"X84","RG-REL-X84","RG","REL","X",FALSE,FALSE,"84","","84"
"X90","RG-REL-X90","RG","REL","X",FALSE,FALSE,"90","","90"
"X99","RG-REL-X99","RG","REL","X",FALSE,FALSE,"99","","99"
"Y01","AA-MMB-Y00","AA","MMB","Y",FALSE,FALSE,"01","","00"
"Y02","MT-MMB-Y00","MT","MMB","Y",FALSE,FALSE,"02","","00"
"Y03","PA-MMB-Y00","PA","MMB","Y",FALSE,FALSE,"03","","00"
"Y0320","PA-MMB-Y20","PA","MMB","Y",FALSE,FALSE,"03","20","20"
"Y0325","PA-MMB-Y25","PA","MMB","Y",FALSE,FALSE,"03","25","25"
"Y05","RP-MMB-Y00","RP","MMB","Y",FALSE,FALSE,"05","","00"
"Y0520","RP-MMB-Y20","RP","MMB","Y",FALSE,FALSE,"05","20","20"
"Y11","MS-MMB-Y00","MS","MMB","Y",FALSE,FALSE,"11","","00"
"Y1150","MS-MMB-Y50","MS","MMB","Y",FALSE,FALSE,"11","50","50"
"Y12","MM-MMB-Y00","MM","MMB","Y",FALSE,FALSE,"12","","00"
"Y19","NS-MMB-Y00","NS","MMB","Y",FALSE,FALSE,"19","","00"
"Y20","RG-MMB-Y20","RG","MMB","Y",FALSE,FALSE,"20","","20"
"Y22","RG-MMB-Y22","RG","MMB","Y",FALSE,FALSE,"22","","22"
"Y23","RG-MMB-Y23","RG","MMB","Y",FALSE,FALSE,"23","","23"
"Y24","RG-MMB-Y24","RG","MMB","Y",FALSE,FALSE,"24","","24"
"Y25","RG-MMB-Y25","RG","MMB","Y",FALSE,FALSE,"25","","25"
"Y30","RG-MMB-Y30","RG","MMB","Y",FALSE,FALSE,"30","","30"
"Y33","RG-MMB-Y33","RG","MMB","Y",FALSE,FALSE,"33","","33"
"Y34","RG-MMB-Y34","RG","MMB","Y",FALSE,FALSE,"34","","34"
"Y35","RG-MMB-Y35","RG","MMB","Y",FALSE,FALSE,"35","","35"
"Y40","RG-MMB-Y40","RG","MMB","Y",FALSE,FALSE,"40","","40"
"Y41","RG-MMB-Y41","RG","MMB","Y",FALSE,FALSE,"41","","41"
"Y42","RG-MMB-Y42","RG","MMB","Y",FALSE,FALSE,"42","","42"
"Y43","RG-MMB-Y43","RG","MMB","Y",FALSE,FALSE,"43","","43"
"Y44","RG-MMB-Y44","RG","MMB","Y",FALSE,FALSE,"44","","44"
"Y50","RG-MMB-Y50","RG","MMB","Y",FALSE,FALSE,"50","","50"
"Y99","RG-MMB-Y99","RG","MMB","Y",FALSE,FALSE,"99","","99"
"Z99","RG-UNU-Z99","RG","UNU","Z",FALSE,FALSE,"99","","99"
