"old.code","new.code","type.org","broad.category","major.group","univ","hosp","two.digit","further.category","division.subdivision"
"O02","MT-HMS-O00","MT","HMS","O",FALSE,FALSE,"02","","00"
"O03","PA-HMS-O00","PA","HMS","O",FALSE,FALSE,"03","","00"
"O0320","PA-HMS-O20","PA","HMS","O",FALSE,FALSE,"03","20","20"
"O05","RP-HMS-O00","RP","HMS","O",FALSE,FALSE,"05","","00"
"O11","MS-HMS-O00","MS","HMS","O",FALSE,FALSE,"11","","00"
"O1120","MS-HMS-O20","MS","HMS","O",FALSE,FALSE,"11","20","20"
"O1152","MS-HMS-O52","MS","HMS","O",FALSE,FALSE,"11","52","52"
"O12","MM-HMS-O00","MM","HMS","O",FALSE,FALSE,"12","","00"
"O1223","MM-HMS-O23","MM","HMS","O",FALSE,FALSE,"12","23","23"
"O19","NS-HMS-O00","NS","HMS","O",FALSE,FALSE,"19","","00"
"O20","RG-HMS-O20","RG","HMS","O",FALSE,FALSE,"20","","20"
"O21","RG-HMS-O21","RG","HMS","O",FALSE,FALSE,"21","","21"
"O22","RG-HMS-O22","RG","HMS","O",FALSE,FALSE,"22","","22"
"O23","RG-HMS-O23","RG","HMS","O",FALSE,FALSE,"23","","23"
"O30","RG-HMS-O30","RG","HMS","O",FALSE,FALSE,"30","","30"
"O31","RG-HMS-O31","RG","HMS","O",FALSE,FALSE,"31","","31"
"O40","RG-HMS-O40","RG","HMS","O",FALSE,FALSE,"40","","40"
"O41","RG-HMS-O41","RG","HMS","O",FALSE,FALSE,"41","","41"
"O42","RG-HMS-O42","RG","HMS","O",FALSE,FALSE,"42","","42"
"O43","RG-HMS-O43","RG","HMS","O",FALSE,FALSE,"43","","43"
"O50","RG-HMS-O50","RG","HMS","O",FALSE,FALSE,"50","","50"
"O51","RG-HMS-O51","RG","HMS","O",FALSE,FALSE,"51","","51"
"O52","RG-HMS-O52","RG","HMS","O",FALSE,FALSE,"52","","52"
"O53","RG-HMS-O53","RG","HMS","O",FALSE,FALSE,"53","","53"
"O54","RG-HMS-O54","RG","HMS","O",FALSE,FALSE,"54","","54"
"O55","RG-HMS-O55","RG","HMS","O",FALSE,FALSE,"55","","55"
"O99","RG-HMS-O99","RG","HMS","O",FALSE,FALSE,"99","","99"
"P01","AA-HMS-P00","AA","HMS","P",FALSE,FALSE,"01","","00"
"P0130","AA-HMS-P30","AA","HMS","P",FALSE,FALSE,"01","30","30"
"P0133","AA-HMS-P33","AA","HMS","P",FALSE,FALSE,"01","33","33"
"P0140","AA-HMS-P40","AA","HMS","P",FALSE,FALSE,"01","40","40"
"P0143","AA-HMS-P43","AA","HMS","P",FALSE,FALSE,"01","43","43"
"P0150","AA-HMS-P50","AA","HMS","P",FALSE,FALSE,"01","50","50"
"P0171","AA-HMS-P71","AA","HMS","P",FALSE,FALSE,"01","71","71"
"P0180","AA-HMS-P80","AA","HMS","P",FALSE,FALSE,"01","80","80"
"P0181","AA-HMS-P81","AA","HMS","P",FALSE,FALSE,"01","81","81"
"P02","MT-HMS-P00","MT","HMS","P",FALSE,FALSE,"02","","00"
"P0233","MT-HMS-P33","MT","HMS","P",FALSE,FALSE,"02","33","33"
"P0240","MT-HMS-P40","MT","HMS","P",FALSE,FALSE,"02","40","40"
"P0270","MT-HMS-P70","MT","HMS","P",FALSE,FALSE,"02","70","70"
"P03","PA-HMS-P00","PA","HMS","P",FALSE,FALSE,"03","","00"
"P0320","PA-HMS-P20","PA","HMS","P",FALSE,FALSE,"03","20","20"
"P0374","PA-HMS-P74","PA","HMS","P",FALSE,FALSE,"03","74","74"
"P0375","PA-HMS-P75","PA","HMS","P",FALSE,FALSE,"03","75","75"
"P05","RP-HMS-P00","RP","HMS","P",FALSE,FALSE,"05","","00"
"P11","MS-HMS-P00","MS","HMS","P",FALSE,FALSE,"11","","00"
"P1120","MS-HMS-P20","MS","HMS","P",FALSE,FALSE,"11","20","20"
"P1127","MS-HMS-P27","MS","HMS","P",FALSE,FALSE,"11","27","27"
"P1130","MS-HMS-P30","MS","HMS","P",FALSE,FALSE,"11","30","30"
"P1140","MS-HMS-P40","MS","HMS","P",FALSE,FALSE,"11","40","40"
"P1170","MS-HMS-P70","MS","HMS","P",FALSE,FALSE,"11","70","70"
"P1174","MS-HMS-P74","MS","HMS","P",FALSE,FALSE,"11","74","74"
"P1175","MS-HMS-P75","MS","HMS","P",FALSE,FALSE,"11","75","75"
"P1180","MS-HMS-P80","MS","HMS","P",FALSE,FALSE,"11","80","80"
"P1182","MS-HMS-P82","MS","HMS","P",FALSE,FALSE,"11","82","82"
"P12","MM-HMS-P00","MM","HMS","P",FALSE,FALSE,"12","","00"
"P1220","MM-HMS-P20","MM","HMS","P",FALSE,FALSE,"12","20","20"
"P1230","MM-HMS-P30","MM","HMS","P",FALSE,FALSE,"12","30","30"
"P1281","MM-HMS-P81","MM","HMS","P",FALSE,FALSE,"12","81","81"
"P1284","MM-HMS-P84","MM","HMS","P",FALSE,FALSE,"12","84","84"
"P19","NS-HMS-P00","NS","HMS","P",FALSE,FALSE,"19","","00"
"P1920","NS-HMS-P20","NS","HMS","P",FALSE,FALSE,"19","20","20"
"P1930","NS-HMS-P30","NS","HMS","P",FALSE,FALSE,"19","30","30"
"P1933","NS-HMS-P33","NS","HMS","P",FALSE,FALSE,"19","33","33"
"P1940","NS-HMS-P40","NS","HMS","P",FALSE,FALSE,"19","40","40"
"P1975","NS-HMS-P75","NS","HMS","P",FALSE,FALSE,"19","75","75"
"P1981","NS-HMS-P81","NS","HMS","P",FALSE,FALSE,"19","81","81"
"P1982","NS-HMS-P82","NS","HMS","P",FALSE,FALSE,"19","82","82"
"P20","RG-HMS-P20","RG","HMS","P",FALSE,FALSE,"20","","20"
"P21","RG-HMS-P21","RG","HMS","P",FALSE,FALSE,"21","","21"
"P22","RG-HMS-P22","RG","HMS","P",FALSE,FALSE,"22","","22"
"P24","RG-HMS-P24","RG","HMS","P",FALSE,FALSE,"24","","24"
"P26","RG-HMS-P26","RG","HMS","P",FALSE,FALSE,"26","","26"
"P27","RG-HMS-P27","RG","HMS","P",FALSE,FALSE,"27","","27"
"P28","RG-HMS-P28","RG","HMS","P",FALSE,FALSE,"28","","28"
"P29","RG-HMS-P29","RG","HMS","P",FALSE,FALSE,"29","","29"
"P30","RG-HMS-P30","RG","HMS","P",FALSE,FALSE,"30","","30"
"P31","RG-HMS-P31","RG","HMS","P",FALSE,FALSE,"31","","31"
"P32","RG-HMS-P32","RG","HMS","P",FALSE,FALSE,"32","","32"
"P33","RG-HMS-P33","RG","HMS","P",FALSE,FALSE,"33","","33"
"P40","RG-HMS-P40","RG","HMS","P",FALSE,FALSE,"40","","40"
"P42","RG-HMS-P42","RG","HMS","P",FALSE,FALSE,"42","","42"
"P43","RG-HMS-P43","RG","HMS","P",FALSE,FALSE,"43","","43"
"P44","RG-HMS-P44","RG","HMS","P",FALSE,FALSE,"44","","44"
"P45","RG-HMS-P45","RG","HMS","P",FALSE,FALSE,"45","","45"
"P46","RG-HMS-P46","RG","HMS","P",FALSE,FALSE,"46","","46"
"P47","RG-HMS-P47","RG","HMS","P",FALSE,FALSE,"47","","47"
"P50","RG-HMS-P50","RG","HMS","P",FALSE,FALSE,"50","","50"
"P51","RG-HMS-P51","RG","HMS","P",FALSE,FALSE,"51","","51"
"P52","RG-HMS-P52","RG","HMS","P",FALSE,FALSE,"52","","52"
"P58","RG-HMS-P58","RG","HMS","P",FALSE,FALSE,"58","","58"
"P60","RG-HMS-P60","RG","HMS","P",FALSE,FALSE,"60","","60"
"P61","RG-HMS-P61","RG","HMS","P",FALSE,FALSE,"61","","61"
"P62","RG-HMS-P62","RG","HMS","P",FALSE,FALSE,"62","","62"
"P70","RG-HMS-P70","RG","HMS","P",FALSE,FALSE,"70","","70"
"P71","RG-HMS-P71","RG","HMS","P",FALSE,FALSE,"71","","71"
"P73","RG-HMS-P73","RG","HMS","P",FALSE,FALSE,"73","","73"
"P74","RG-HMS-P74","RG","HMS","P",FALSE,FALSE,"74","","74"
"P75","RG-HMS-P75","RG","HMS","P",FALSE,FALSE,"75","","75"
"P76","RG-HMS-P76","RG","HMS","P",FALSE,FALSE,"76","","76"
"P7A","RG-HMS-P7A","RG","HMS","P",FALSE,FALSE,"7A","","7A"
"P80","RG-HMS-P80","RG","HMS","P",FALSE,FALSE,"80","","80"
"P81","RG-HMS-P81","RG","HMS","P",FALSE,FALSE,"81","","81"
"P82","RG-HMS-P82","RG","HMS","P",FALSE,FALSE,"82","","82"
"P83","RG-HMS-P83","RG","HMS","P",FALSE,FALSE,"83","","83"
"P84","RG-HMS-P84","RG","HMS","P",FALSE,FALSE,"84","","84"
"P85","RG-HMS-P85","RG","HMS","P",FALSE,FALSE,"85","","85"
"P86","RG-HMS-P86","RG","HMS","P",FALSE,FALSE,"86","","86"
"P87","RG-HMS-P87","RG","HMS","P",FALSE,FALSE,"87","","87"
"P88","RG-HMS-P88","RG","HMS","P",FALSE,FALSE,"88","","88"
"P99","RG-HMS-P99","RG","HMS","P",FALSE,FALSE,"99","","99"
"Q01","AA-IFA-Q00","AA","IFA","Q",FALSE,FALSE,"01","","00"
"Q0120","AA-IFA-Q20","AA","IFA","Q",FALSE,FALSE,"01","20","20"
"Q0141","AA-IFA-Q41","AA","IFA","Q",FALSE,FALSE,"01","41","41"
"Q02","MT-IFA-Q00","MT","IFA","Q",FALSE,FALSE,"02","","00"
"Q03","PA-IFA-Q00","PA","IFA","Q",FALSE,FALSE,"03","","00"
"Q0322","PA-IFA-Q22","PA","IFA","Q",FALSE,FALSE,"03","22","22"
"Q0323","PA-IFA-Q23","PA","IFA","Q",FALSE,FALSE,"03","23","23"
"Q0330","PA-IFA-Q30","PA","IFA","Q",FALSE,FALSE,"03","30","30"
"Q0350","PA-IFA-Q50","PA","IFA","Q",FALSE,FALSE,"03","50","50"
"Q05","RP-IFA-Q00","RP","IFA","Q",FALSE,FALSE,"05","","00"
"Q0532","RP-IFA-Q32","RP","IFA","Q",FALSE,FALSE,"05","32","32"
"Q0538","RP-IFA-Q38","RP","IFA","Q",FALSE,FALSE,"05","38","38"
"Q0550","RP-IFA-Q50","RP","IFA","Q",FALSE,FALSE,"05","50","50"
"Q11","MS-IFA-Q00","MS","IFA","Q",FALSE,FALSE,"11","","00"
"Q1120","MS-IFA-Q20","MS","IFA","Q",FALSE,FALSE,"11","20","20"
"Q1130","MS-IFA-Q30","MS","IFA","Q",FALSE,FALSE,"11","30","30"
"Q1134","MS-IFA-Q34","MS","IFA","Q",FALSE,FALSE,"11","34","34"
"Q1135","MS-IFA-Q35","MS","IFA","Q",FALSE,FALSE,"11","35","35"
"Q1151","MS-IFA-Q51","MS","IFA","Q",FALSE,FALSE,"11","51","51"
"Q12","MM-IFA-Q00","MM","IFA","Q",FALSE,FALSE,"12","","00"
"Q1230","MM-IFA-Q30","MM","IFA","Q",FALSE,FALSE,"12","30","30"
"Q1240","MM-IFA-Q40","MM","IFA","Q",FALSE,FALSE,"12","40","40"
"Q19","NS-IFA-Q00","NS","IFA","Q",FALSE,FALSE,"19","","00"
"Q1970","NS-IFA-Q70","NS","IFA","Q",FALSE,FALSE,"19","70","70"
"Q20","RG-IFA-Q20","RG","IFA","Q",FALSE,FALSE,"20","","20"
"Q21","RG-IFA-Q21","RG","IFA","Q",FALSE,FALSE,"21","","21"
"Q22","RG-IFA-Q22","RG","IFA","Q",FALSE,FALSE,"22","","22"
"Q23","RG-IFA-Q23","RG","IFA","Q",FALSE,FALSE,"23","","23"
"Q30","RG-IFA-Q30","RG","IFA","Q",FALSE,FALSE,"30","","30"
"Q31","RG-IFA-Q31","RG","IFA","Q",FALSE,FALSE,"31","","31"
"Q32","RG-IFA-Q32","RG","IFA","Q",FALSE,FALSE,"32","","32"
"Q33","RG-IFA-Q33","RG","IFA","Q",FALSE,FALSE,"33","","33"
"Q34","RG-IFA-Q34","RG","IFA","Q",FALSE,FALSE,"34","","34"
"Q35","RG-IFA-Q35","RG","IFA","Q",FALSE,FALSE,"35","","35"
"Q36","RG-IFA-Q36","RG","IFA","Q",FALSE,FALSE,"36","","36"
"Q38","RG-IFA-Q38","RG","IFA","Q",FALSE,FALSE,"38","","38"
"Q39","RG-IFA-Q39","RG","IFA","Q",FALSE,FALSE,"39","","39"
"Q40","RG-IFA-Q40","RG","IFA","Q",FALSE,FALSE,"40","","40"
"Q41","RG-IFA-Q41","RG","IFA","Q",FALSE,FALSE,"41","","41"
"Q42","RG-IFA-Q42","RG","IFA","Q",FALSE,FALSE,"42","","42"
"Q43","RG-IFA-Q43","RG","IFA","Q",FALSE,FALSE,"43","","43"
"Q50","RG-IFA-Q50","RG","IFA","Q",FALSE,FALSE,"50","","50"
"Q51","RG-IFA-Q51","RG","IFA","Q",FALSE,FALSE,"51","","51"
"Q70","RG-IFA-Q70","RG","IFA","Q",FALSE,FALSE,"70","","70"
"Q71","RG-IFA-Q71","RG","IFA","Q",FALSE,FALSE,"71","","71"
"Q99","RG-IFA-Q99","RG","IFA","Q",FALSE,FALSE,"99","","99"
"R01","AA-PSB-R00","AA","PSB","R",FALSE,FALSE,"01","","00"
"R0124","AA-PSB-R24","AA","PSB","R",FALSE,FALSE,"01","24","24"
"R0128","AA-PSB-R28","AA","PSB","R",FALSE,FALSE,"01","28","28"
"R0161","AA-PSB-R61","AA","PSB","R",FALSE,FALSE,"01","61","61"
"R0162","AA-PSB-R62","AA","PSB","R",FALSE,FALSE,"01","62","62"
"R02","MT-PSB-R00","MT","PSB","R",FALSE,FALSE,"02","","00"
"R0226","MT-PSB-R26","MT","PSB","R",FALSE,FALSE,"02","26","26"
"R03","PA-PSB-R00","PA","PSB","R",FALSE,FALSE,"03","","00"
"R05","RP-PSB-R00","RP","PSB","R",FALSE,FALSE,"05","","00"
"R11","MS-PSB-R00","MS","PSB","R",FALSE,FALSE,"11","","00"
"R12","MM-PSB-R00","MM","PSB","R",FALSE,FALSE,"12","","00"
"R1226","MM-PSB-R26","MM","PSB","R",FALSE,FALSE,"12","26","26"
"R19","NS-PSB-R00","NS","PSB","R",FALSE,FALSE,"19","","00"
"R1924","NS-PSB-R24","NS","PSB","R",FALSE,FALSE,"19","24","24"
"R20","RG-PSB-R20","RG","PSB","R",FALSE,FALSE,"20","","20"
"R21","RG-PSB-R21","RG","PSB","R",FALSE,FALSE,"21","","21"
"R22","RG-PSB-R22","RG","PSB","R",FALSE,FALSE,"22","","22"
"R23","RG-PSB-R23","RG","PSB","R",FALSE,FALSE,"23","","23"
"R24","RG-PSB-R24","RG","PSB","R",FALSE,FALSE,"24","","24"
"R25","RG-PSB-R25","RG","PSB","R",FALSE,FALSE,"25","","25"
"R26","RG-PSB-R26","RG","PSB","R",FALSE,FALSE,"26","","26"
"R27","RG-PSB-R27","RG","PSB","R",FALSE,FALSE,"27","","27"
"R28","RG-PSB-R28","RG","PSB","R",FALSE,FALSE,"28","","28"
"R29","RG-PSB-R29","RG","PSB","R",FALSE,FALSE,"29","","29"
"R30","RG-PSB-R30","RG","PSB","R",FALSE,FALSE,"30","","30"
"R40","RG-PSB-R40","RG","PSB","R",FALSE,FALSE,"40","","40"
"R60","RG-PSB-R60","RG","PSB","R",FALSE,FALSE,"60","","60"
"R61","RG-PSB-R61","RG","PSB","R",FALSE,FALSE,"61","","61"
"R62","RG-PSB-R62","RG","PSB","R",FALSE,FALSE,"62","","62"
"R63","RG-PSB-R63","RG","PSB","R",FALSE,FALSE,"63","","63"
"R65","RG-PSB-R65","RG","PSB","R",FALSE,FALSE,"65","","65"
"R67","RG-PSB-R67","RG","PSB","R",FALSE,FALSE,"67","","67"
"R99","RG-PSB-R99","RG","PSB","R",FALSE,FALSE,"99","","99"
"S01","AA-PSB-S00","AA","PSB","S",FALSE,FALSE,"01","","00"
"S0120","AA-PSB-S20","AA","PSB","S",FALSE,FALSE,"01","20","20"
"S0121","AA-PSB-S21","AA","PSB","S",FALSE,FALSE,"01","21","21"
"S02","MT-PSB-S00","MT","PSB","S",FALSE,FALSE,"02","","00"
"S0240","MT-PSB-S40","MT","PSB","S",FALSE,FALSE,"02","40","40"
"S0241","MT-PSB-S41","MT","PSB","S",FALSE,FALSE,"02","41","41"
"S03","PA-PSB-S00","PA","PSB","S",FALSE,FALSE,"03","","00"
"S0320","PA-PSB-S20","PA","PSB","S",FALSE,FALSE,"03","20","20"
"S0321","PA-PSB-S21","PA","PSB","S",FALSE,FALSE,"03","21","21"
"S0341","PA-PSB-S41","PA","PSB","S",FALSE,FALSE,"03","41","41"
"S05","RP-PSB-S00","RP","PSB","S",FALSE,FALSE,"05","","00"
"S11","MS-PSB-S00","MS","PSB","S",FALSE,FALSE,"11","","00"
"S1120","MS-PSB-S20","MS","PSB","S",FALSE,FALSE,"11","20","20"
"S1130","MS-PSB-S30","MS","PSB","S",FALSE,FALSE,"11","30","30"
"S12","MM-PSB-S00","MM","PSB","S",FALSE,FALSE,"12","","00"
"S1220","MM-PSB-S20","MM","PSB","S",FALSE,FALSE,"12","20","20"
"S1221","MM-PSB-S21","MM","PSB","S",FALSE,FALSE,"12","21","21"
"S1222","MM-PSB-S22","MM","PSB","S",FALSE,FALSE,"12","22","22"
"S1240","MM-PSB-S40","MM","PSB","S",FALSE,FALSE,"12","40","40"
"S19","NS-PSB-S00","NS","PSB","S",FALSE,FALSE,"19","","00"
"S20","RG-PSB-S20","RG","PSB","S",FALSE,FALSE,"20","","20"
"S21","RG-PSB-S21","RG","PSB","S",FALSE,FALSE,"21","","21"
"S22","RG-PSB-S22","RG","PSB","S",FALSE,FALSE,"22","","22"
"S30","RG-PSB-S30","RG","PSB","S",FALSE,FALSE,"30","","30"
"S31","RG-PSB-S31","RG","PSB","S",FALSE,FALSE,"31","","31"
"S32","RG-PSB-S32","RG","PSB","S",FALSE,FALSE,"32","","32"
"S40","RG-PSB-S40","RG","PSB","S",FALSE,FALSE,"40","","40"
"S41","RG-PSB-S41","RG","PSB","S",FALSE,FALSE,"41","","41"
"S43","RG-PSB-S43","RG","PSB","S",FALSE,FALSE,"43","","43"
"S46","RG-PSB-S46","RG","PSB","S",FALSE,FALSE,"46","","46"
"S47","RG-PSB-S47","RG","PSB","S",FALSE,FALSE,"47","","47"
"S50","RG-PSB-S50","RG","PSB","S",FALSE,FALSE,"50","","50"
"S80","RG-PSB-S80","RG","PSB","S",FALSE,FALSE,"80","","80"
"S81","RG-PSB-S81","RG","PSB","S",FALSE,FALSE,"81","","81"
"S82","RG-PSB-S82","RG","PSB","S",FALSE,FALSE,"82","","82"
"S99","RG-PSB-S99","RG","PSB","S",FALSE,FALSE,"99","","99"
"T01","AA-PSB-T00","AA","PSB","T",FALSE,FALSE,"01","","00"
"T02","MT-PSB-T00","MT","PSB","T",FALSE,FALSE,"02","","00"
"T03","PA-PSB-T00","PA","PSB","T",FALSE,FALSE,"03","","00"
"T0330","PA-PSB-T30","PA","PSB","T",FALSE,FALSE,"03","30","30"
"T05","RP-PSB-T00","RP","PSB","T",FALSE,FALSE,"05","","00"
"T11","MS-PSB-T00","MS","PSB","T",FALSE,FALSE,"11","","00"
"T1131","MS-PSB-T31","MS","PSB","T",FALSE,FALSE,"11","31","31"
"T1170","MS-PSB-T70","MS","PSB","T",FALSE,FALSE,"11","70","70"
"T12","MM-PSB-T00","MM","PSB","T",FALSE,FALSE,"12","","00"
"T19","NS-PSB-T00","NS","PSB","T",FALSE,FALSE,"19","","00"
"T20","RG-PSB-T20","RG","PSB","T",FALSE,FALSE,"20","","20"
"T21","RG-PSB-T21","RG","PSB","T",FALSE,FALSE,"21","","21"
"T22","RG-PSB-T22","RG","PSB","T",FALSE,FALSE,"22","","22"
"T23","RG-PSB-T23","RG","PSB","T",FALSE,FALSE,"23","","23"
"T30","RG-PSB-T30","RG","PSB","T",FALSE,FALSE,"30","","30"
"T31","RG-PSB-T31","RG","PSB","T",FALSE,FALSE,"31","","31"
"T40","RG-PSB-T40","RG","PSB","T",FALSE,FALSE,"40","","40"
"T50","RG-PSB-T50","RG","PSB","T",FALSE,FALSE,"50","","50"
"T70","RG-PSB-T70","RG","PSB","T",FALSE,FALSE,"70","","70"
"T90","RG-PSB-T90","RG","PSB","T",FALSE,FALSE,"90","","90"
"T99","RG-PSB-T99","RG","PSB","T",FALSE,FALSE,"99","","99"
"U01","AA-PSB-U00","AA","PSB","U",FALSE,FALSE,"01","","00"
"U02","MT-PSB-U00","MT","PSB","U",FALSE,FALSE,"02","","00"
"U0240","MT-PSB-U40","MT","PSB","U",FALSE,FALSE,"02","40","40"
"U03","PA-PSB-U00","PA","PSB","U",FALSE,FALSE,"03","","00"
"U0320","PA-PSB-U20","PA","PSB","U",FALSE,FALSE,"03","20","20"
"U0330","PA-PSB-U30","PA","PSB","U",FALSE,FALSE,"03","30","30"
"U0333","PA-PSB-U33","PA","PSB","U",FALSE,FALSE,"03","33","33"
"U0340","PA-PSB-U40","PA","PSB","U",FALSE,FALSE,"03","40","40"
"U0342","PA-PSB-U42","PA","PSB","U",FALSE,FALSE,"03","42","42"
"U0350","PA-PSB-U50","PA","PSB","U",FALSE,FALSE,"03","50","50"
"U05","RP-PSB-U00","RP","PSB","U",FALSE,FALSE,"05","","00"
"U0540","RP-PSB-U40","RP","PSB","U",FALSE,FALSE,"05","40","40"
"U0550","RP-PSB-U50","RP","PSB","U",FALSE,FALSE,"05","50","50"
"U11","MS-PSB-U00","MS","PSB","U",FALSE,FALSE,"11","","00"
"U12","MM-PSB-U00","MM","PSB","U",FALSE,FALSE,"12","","00"
"U19","NS-PSB-U00","NS","PSB","U",FALSE,FALSE,"19","","00"
"U1921","NS-PSB-U21","NS","PSB","U",FALSE,FALSE,"19","21","21"
"U20","RG-PSB-U20","RG","PSB","U",FALSE,FALSE,"20","","20"
"U21","RG-PSB-U21","RG","PSB","U",FALSE,FALSE,"21","","21"
"U30","RG-PSB-U30","RG","PSB","U",FALSE,FALSE,"30","","30"
"U31","RG-PSB-U31","RG","PSB","U",FALSE,FALSE,"31","","31"
"U33","RG-PSB-U33","RG","PSB","U",FALSE,FALSE,"33","","33"
"U34","RG-PSB-U34","RG","PSB","U",FALSE,FALSE,"34","","34"
"U36","RG-PSB-U36","RG","PSB","U",FALSE,FALSE,"36","","36"
"U40","RG-PSB-U40","RG","PSB","U",FALSE,FALSE,"40","","40"
"U41","RG-PSB-U41","RG","PSB","U",FALSE,FALSE,"41","","41"
"U42","RG-PSB-U42","RG","PSB","U",FALSE,FALSE,"42","","42"
"U50","RG-PSB-U50","RG","PSB","U",FALSE,FALSE,"50","","50"
"U99","RG-PSB-U99","RG","PSB","U",FALSE,FALSE,"99","","99"
"V01","AA-PSB-V00","AA","PSB","V",FALSE,FALSE,"01","","00"
"V0130","AA-PSB-V30","AA","PSB","V",FALSE,FALSE,"01","30","30"
"V02","MT-PSB-V00","MT","PSB","V",FALSE,FALSE,"02","","00"
"V03","PA-PSB-V00","PA","PSB","V",FALSE,FALSE,"03","","00"
"V0325","PA-PSB-V25","PA","PSB","V",FALSE,FALSE,"03","25","25"
"V05","RP-PSB-V00","RP","PSB","V",FALSE,FALSE,"05","","00"
"V11","MS-PSB-V00","MS","PSB","V",FALSE,FALSE,"11","","00"
"V1120","MS-PSB-V20","MS","PSB","V",FALSE,FALSE,"11","20","20"
"V12","MM-PSB-V00","MM","PSB","V",FALSE,FALSE,"12","","00"
"V19","NS-PSB-V00","NS","PSB","V",FALSE,FALSE,"19","","00"
"V20","RG-PSB-V20","RG","PSB","V",FALSE,FALSE,"20","","20"
"V21","RG-PSB-V21","RG","PSB","V",FALSE,FALSE,"21","","21"
"V22","RG-PSB-V22","RG","PSB","V",FALSE,FALSE,"22","","22"
"V23","RG-PSB-V23","RG","PSB","V",FALSE,FALSE,"23","","23"
"V24","RG-PSB-V24","RG","PSB","V",FALSE,FALSE,"24","","24"
"V25","RG-PSB-V25","RG","PSB","V",FALSE,FALSE,"25","","25"
"V26","RG-PSB-V26","RG","PSB","V",FALSE,FALSE,"26","","26"
"V30","RG-PSB-V30","RG","PSB","V",FALSE,FALSE,"30","","30"
"V31","RG-PSB-V31","RG","PSB","V",FALSE,FALSE,"31","","31"
"V32","RG-PSB-V32","RG","PSB","V",FALSE,FALSE,"32","","32"
"V33","RG-PSB-V33","RG","PSB","V",FALSE,FALSE,"33","","33"
"V34","RG-PSB-V34","RG","PSB","V",FALSE,FALSE,"34","","34"
"V35","RG-PSB-V35","RG","PSB","V",FALSE,FALSE,"35","","35"
"V36","RG-PSB-V36","RG","PSB","V",FALSE,FALSE,"36","","36"
"V37","RG-PSB-V37","RG","PSB","V",FALSE,FALSE,"37","","37"
"V99","RG-PSB-V99","RG","PSB","V",FALSE,FALSE,"99","","99"
"W01","AA-PSB-W00","AA","PSB","W",FALSE,FALSE,"01","","00"
"W0120","AA-PSB-W20","AA","PSB","W",FALSE,FALSE,"01","20","20"
"W0161","AA-PSB-W61","AA","PSB","W",FALSE,FALSE,"01","61","61"
"W02","MT-PSB-W00","MT","PSB","W",FALSE,FALSE,"02","","00"
"W0220","MT-PSB-W20","MT","PSB","W",FALSE,FALSE,"02","20","20"
"W03","PA-PSB-W00","PA","PSB","W",FALSE,FALSE,"03","","00"
"W0320","PA-PSB-W20","PA","PSB","W",FALSE,FALSE,"03","20","20"
"W0340","PA-PSB-W40","PA","PSB","W",FALSE,FALSE,"03","40","40"
"W0380","PA-PSB-W80","PA","PSB","W",FALSE,FALSE,"03","80","80"
"W0390","PA-PSB-W90","PA","PSB","W",FALSE,FALSE,"03","90","90"
"W05","RP-PSB-W00","RP","PSB","W",FALSE,FALSE,"05","","00"
"W0520","RP-PSB-W20","RP","PSB","W",FALSE,FALSE,"05","20","20"
"W11","MS-PSB-W00","MS","PSB","W",FALSE,FALSE,"11","","00"
"W1130","MS-PSB-W30","MS","PSB","W",FALSE,FALSE,"11","30","30"
"W1170","MS-PSB-W70","MS","PSB","W",FALSE,FALSE,"11","70","70"
"W12","MM-PSB-W00","MM","PSB","W",FALSE,FALSE,"12","","00"
"W1220","MM-PSB-W20","MM","PSB","W",FALSE,FALSE,"12","20","20"
"W1230","MM-PSB-W30","MM","PSB","W",FALSE,FALSE,"12","30","30"
"W1280","MM-PSB-W80","MM","PSB","W",FALSE,FALSE,"12","80","80"
"W19","NS-PSB-W00","NS","PSB","W",FALSE,FALSE,"19","","00"
"W1920","NS-PSB-W20","NS","PSB","W",FALSE,FALSE,"19","20","20"
"W1922","NS-PSB-W22","NS","PSB","W",FALSE,FALSE,"19","22","22"
"W1930","NS-PSB-W30","NS","PSB","W",FALSE,FALSE,"19","30","30"
"W1960","NS-PSB-W60","NS","PSB","W",FALSE,FALSE,"19","60","60"
"W20","RG-PSB-W20","RG","PSB","W",FALSE,FALSE,"20","","20"
"W22","RG-PSB-W22","RG","PSB","W",FALSE,FALSE,"22","","22"
"W24","RG-PSB-W24","RG","PSB","W",FALSE,FALSE,"24","","24"
"W30","RG-PSB-W30","RG","PSB","W",FALSE,FALSE,"30","","30"
"W40","RG-PSB-W40","RG","PSB","W",FALSE,FALSE,"40","","40"
"W50","RG-PSB-W50","RG","PSB","W",FALSE,FALSE,"50","","50"
"W60","RG-PSB-W60","RG","PSB","W",FALSE,FALSE,"60","","60"
"W61","RG-PSB-W61","RG","PSB","W",FALSE,FALSE,"61","","61"
"W70","RG-PSB-W70","RG","PSB","W",FALSE,FALSE,"70","","70"
"W80","RG-PSB-W80","RG","PSB","W",FALSE,FALSE,"80","","80"
"W90","RG-PSB-W90","RG","PSB","W",FALSE,FALSE,"90","","90"
"W99","RG-PSB-W99","RG","PSB","W",FALSE,FALSE,"99","","99"
"X01","AA-REL-X00","AA","REL","X",FALSE,FALSE,"01","","00"
