"NTEE","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"U1921",7,"U","19","speciality","19",0,"9",FALSE,FALSE
"U20",7,"U","20","regular","20",2,"0",FALSE,FALSE
"U21",7,"U","21","regular","21",2,"1",FALSE,FALSE
"U30",7,"U","30","regular","30",3,"0",FALSE,FALSE
"U31",7,"U","31","regular","31",3,"1",FALSE,FALSE
"U33",7,"U","33","regular","33",3,"3",FALSE,FALSE
"U34",7,"U","34","regular","34",3,"4",FALSE,FALSE
"U36",7,"U","36","regular","36",3,"6",FALSE,FALSE
"U40",7,"U","40","regular","40",4,"0",FALSE,FALSE
"U41",7,"U","41","regular","41",4,"1",FALSE,FALSE
"U42",7,"U","42","regular","42",4,"2",FALSE,FALSE
"U50",7,"U","50","regular","50",5,"0",FALSE,FALSE
"U99",7,"U","99","regular","99",9,"9",FALSE,FALSE
"V01",7,"V","01","speciality","01",0,"1",FALSE,FALSE
"V0130",7,"V","01","speciality","01",0,"1",FALSE,FALSE
"V02",7,"V","02","speciality","02",0,"2",FALSE,FALSE
"V03",7,"V","03","speciality","03",0,"3",FALSE,FALSE
"V0325",7,"V","03","speciality","03",0,"3",FALSE,FALSE
"V05",7,"V","05","speciality","05",0,"5",FALSE,FALSE
"V11",7,"V","11","speciality","11",0,"1",FALSE,FALSE
"V1120",7,"V","11","speciality","11",0,"1",FALSE,FALSE
"V12",7,"V","12","speciality","12",0,"2",FALSE,FALSE
"V19",7,"V","19","speciality","19",0,"9",FALSE,FALSE
"V20",7,"V","20","regular","20",2,"0",FALSE,FALSE
"V21",7,"V","21","regular","21",2,"1",FALSE,FALSE
"V22",7,"V","22","regular","22",2,"2",FALSE,FALSE
"V23",7,"V","23","regular","23",2,"3",FALSE,FALSE
"V24",7,"V","24","regular","24",2,"4",FALSE,FALSE
"V25",7,"V","25","regular","25",2,"5",FALSE,FALSE
"V26",7,"V","26","regular","26",2,"6",FALSE,FALSE
"V30",7,"V","30","regular","30",3,"0",FALSE,FALSE
"V31",7,"V","31","regular","31",3,"1",FALSE,FALSE
"V32",7,"V","32","regular","32",3,"2",FALSE,FALSE
"V33",7,"V","33","regular","33",3,"3",FALSE,FALSE
"V34",7,"V","34","regular","34",3,"4",FALSE,FALSE
"V35",7,"V","35","regular","35",3,"5",FALSE,FALSE
"V36",7,"V","36","regular","36",3,"6",FALSE,FALSE
"V37",7,"V","37","regular","37",3,"7",FALSE,FALSE
"V99",7,"V","99","regular","99",9,"9",FALSE,FALSE
"W01",7,"W","01","speciality","01",0,"1",FALSE,FALSE
"W0120",7,"W","01","speciality","01",0,"1",FALSE,FALSE
"W0161",7,"W","01","speciality","01",0,"1",FALSE,FALSE
"W02",7,"W","02","speciality","02",0,"2",FALSE,FALSE
"W0220",7,"W","02","speciality","02",0,"2",FALSE,FALSE
"W03",7,"W","03","speciality","03",0,"3",FALSE,FALSE
"W0320",7,"W","03","speciality","03",0,"3",FALSE,FALSE
"W0340",7,"W","03","speciality","03",0,"3",FALSE,FALSE
"W0380",7,"W","03","speciality","03",0,"3",FALSE,FALSE
"W0390",7,"W","03","speciality","03",0,"3",FALSE,FALSE
"W05",7,"W","05","speciality","05",0,"5",FALSE,FALSE
"W0520",7,"W","05","speciality","05",0,"5",FALSE,FALSE
"W11",7,"W","11","speciality","11",0,"1",FALSE,FALSE
"W1130",7,"W","11","speciality","11",0,"1",FALSE,FALSE
"W1170",7,"W","11","speciality","11",0,"1",FALSE,FALSE
"W12",7,"W","12","speciality","12",0,"2",FALSE,FALSE
"W1220",7,"W","12","speciality","12",0,"2",FALSE,FALSE
"W1230",7,"W","12","speciality","12",0,"2",FALSE,FALSE
"W1280",7,"W","12","speciality","12",0,"2",FALSE,FALSE
"W19",7,"W","19","speciality","19",0,"9",FALSE,FALSE
"W1920",7,"W","19","speciality","19",0,"9",FALSE,FALSE
"W1922",7,"W","19","speciality","19",0,"9",FALSE,FALSE
"W1930",7,"W","19","speciality","19",0,"9",FALSE,FALSE
"W1960",7,"W","19","speciality","19",0,"9",FALSE,FALSE
"W20",7,"W","20","regular","20",2,"0",FALSE,FALSE
"W22",7,"W","22","regular","22",2,"2",FALSE,FALSE
"W24",7,"W","24","regular","24",2,"4",FALSE,FALSE
"W30",7,"W","30","regular","30",3,"0",FALSE,FALSE
"W40",7,"W","40","regular","40",4,"0",FALSE,FALSE
"W50",7,"W","50","regular","50",5,"0",FALSE,FALSE
"W60",7,"W","60","regular","60",6,"0",FALSE,FALSE
"W61",7,"W","61","regular","61",6,"1",FALSE,FALSE
"W70",7,"W","70","regular","70",7,"0",FALSE,FALSE
"W80",7,"W","80","regular","80",8,"0",FALSE,FALSE
"W90",7,"W","90","regular","90",9,"0",FALSE,FALSE
"W99",7,"W","99","regular","99",9,"9",FALSE,FALSE
"X01",8,"X","01","speciality","01",0,"1",FALSE,FALSE
"X0120",8,"X","01","speciality","01",0,"1",FALSE,FALSE
"X02",8,"X","02","speciality","02",0,"2",FALSE,FALSE
"X0220",8,"X","02","speciality","02",0,"2",FALSE,FALSE
"X03",8,"X","03","speciality","03",0,"3",FALSE,FALSE
"X0320",8,"X","03","speciality","03",0,"3",FALSE,FALSE
"X05",8,"X","05","speciality","05",0,"5",FALSE,FALSE
"X0520",8,"X","05","speciality","05",0,"5",FALSE,FALSE
"X11",8,"X","11","speciality","11",0,"1",FALSE,FALSE
"X1120",8,"X","11","speciality","11",0,"1",FALSE,FALSE
"X1121",8,"X","11","speciality","11",0,"1",FALSE,FALSE
"X12",8,"X","12","speciality","12",0,"2",FALSE,FALSE
"X1220",8,"X","12","speciality","12",0,"2",FALSE,FALSE
"X19",8,"X","19","speciality","19",0,"9",FALSE,FALSE
"X1920",8,"X","19","speciality","19",0,"9",FALSE,FALSE
"X1921",8,"X","19","speciality","19",0,"9",FALSE,FALSE
"X20",8,"X","20","regular","20",2,"0",FALSE,FALSE
"X21",8,"X","21","regular","21",2,"1",FALSE,FALSE
"X22",8,"X","22","regular","22",2,"2",FALSE,FALSE
"X30",8,"X","30","regular","30",3,"0",FALSE,FALSE
"X40",8,"X","40","regular","40",4,"0",FALSE,FALSE
"X50",8,"X","50","regular","50",5,"0",FALSE,FALSE
"X70",8,"X","70","regular","70",7,"0",FALSE,FALSE
"X80",8,"X","80","regular","80",8,"0",FALSE,FALSE
"X81",8,"X","81","regular","81",8,"1",FALSE,FALSE
"X82",8,"X","82","regular","82",8,"2",FALSE,FALSE
"X83",8,"X","83","regular","83",8,"3",FALSE,FALSE
"X84",8,"X","84","regular","84",8,"4",FALSE,FALSE
"X90",8,"X","90","regular","90",9,"0",FALSE,FALSE
"X99",8,"X","99","regular","99",9,"9",FALSE,FALSE
"Y01",9,"Y","01","speciality","01",0,"1",FALSE,FALSE
"Y02",9,"Y","02","speciality","02",0,"2",FALSE,FALSE
"Y03",9,"Y","03","speciality","03",0,"3",FALSE,FALSE
"Y0320",9,"Y","03","speciality","03",0,"3",FALSE,FALSE
"Y0325",9,"Y","03","speciality","03",0,"3",FALSE,FALSE
"Y05",9,"Y","05","speciality","05",0,"5",FALSE,FALSE
"Y0520",9,"Y","05","speciality","05",0,"5",FALSE,FALSE
"Y11",9,"Y","11","speciality","11",0,"1",FALSE,FALSE
"Y1150",9,"Y","11","speciality","11",0,"1",FALSE,FALSE
"Y12",9,"Y","12","speciality","12",0,"2",FALSE,FALSE
"Y19",9,"Y","19","speciality","19",0,"9",FALSE,FALSE
"Y20",9,"Y","20","regular","20",2,"0",FALSE,FALSE
"Y22",9,"Y","22","regular","22",2,"2",FALSE,FALSE
"Y23",9,"Y","23","regular","23",2,"3",FALSE,FALSE
"Y24",9,"Y","24","regular","24",2,"4",FALSE,FALSE
"Y25",9,"Y","25","regular","25",2,"5",FALSE,FALSE
"Y30",9,"Y","30","regular","30",3,"0",FALSE,FALSE
"Y33",9,"Y","33","regular","33",3,"3",FALSE,FALSE
"Y34",9,"Y","34","regular","34",3,"4",FALSE,FALSE
"Y35",9,"Y","35","regular","35",3,"5",FALSE,FALSE
"Y40",9,"Y","40","regular","40",4,"0",FALSE,FALSE
"Y41",9,"Y","41","regular","41",4,"1",FALSE,FALSE
"Y42",9,"Y","42","regular","42",4,"2",FALSE,FALSE
"Y43",9,"Y","43","regular","43",4,"3",FALSE,FALSE
"Y44",9,"Y","44","regular","44",4,"4",FALSE,FALSE
"Y50",9,"Y","50","regular","50",5,"0",FALSE,FALSE
"Y99",9,"Y","99","regular","99",9,"9",FALSE,FALSE
"Z99",10,"Z","99","regular","99",9,"9",FALSE,FALSE
